year,subject,number,question,dis,pass
110,社會,20,20.2015為促進太陽能產業的發展，印度與法國於年宣布推動國際太陽能聯盟，121計畫讓個擁有豐富太陽能資源的國家加入，提供資金協助成員國發展乾淨且負擔得起的太陽能發電。上述121個國家最不可能位於下列何地？(A)阿拉伯半島(B)玻里尼西亞(C)加勒比海地區(D),0.46,0.57
110,社會,21,21.()圖十呈現某一時期東亞部分國家的都城(cid:3955)(cid:3955)規畫，以及交流路線示意圖。根據內容(cid:5875)(cid:5875)(cid:1056)(cid:1056)判斷，圖中的路線最可能是下列何者？(cid:1167)(cid:1167)(cid:25653)(cid:10823)(cid:9868)(A)鄭成功船隊在東亞的貿易路線(B)耶穌會教士在東亞的傳教路線(C)甲午戰爭時日本進攻中國的路線(cid:23725)(cid:19608)(cid:24507)(cid:9868)(cid:9868)(cid:11456)(D)唐朝時日本使者前往中國的路線圖(十),0.62,0.64
110,社會,22,22.()小民蒐集中國近代某一歷史事件的四份相關資料，如表三所示。表中的「資料一」最可能是下列何者？()表三資料一？英國人派來攻打中國的上萬名士兵，在北京天壇紮營。他們的馬，資料二蹂躪著一切。俄國人洗劫北京頤和園的行動已經完成，所有珍貴物品都已經包裝資料三好並貼上標籤。法、德兩國把北京天文台的珍貴儀器據為己有，儀器將被送往巴黎資料四和柏林。(A)太平軍正向北方發展，勢力從南京向首都北京地區蔓延(B)大學生罷課、結隊在全城遊行，並聚集至親日官員住宅抗議(C)義和團燒毀天主教堂、美國傳教團體的房舍，以及海關外國雇員的住所(D),0.49,0.66
110,社會,23,23.下列為兩本不同時代史書對中國長江中下游某地景觀的描述：史書一：「地廣人稀，以稻米為飯，以魚類為菜，採行火耕等原始的耕種方式。人們沒有積蓄，……既無挨餓受凍之人，也無千金富戶。」史書二：「水澤廣闊，良田廣茂，桑樹遍野，田地與溝渠綿延相望，村舍錯落，田間小路交織，好像美麗的刺繡。」上述轉變與下列何者的關係最為密切？(A)張騫通西域(B)「六朝」的開發(C)坊市制度的廢除(D),0.54,0.62
110,社會,24,24.以下是一位西方記者對時事的報導：「過去美歐人士在中國許多城市高高在上，不僅享有領事裁判權保護，更有本國軍隊在中國駐紮。但『戰爭』改變了一切，領事裁判權被取消，美歐人士必須接受中國司法管轄，他們逍遙於中國司法之外的好日子和地位，一去不復返了。」上述「戰爭」最可能是指下列何者？(A)(B)鴉片戰爭國民革命軍北伐(C)(D),0.44,0.42
110,社會,25,25.()圖十一為甲、乙、丙三人在社群網站的留言內容。若三人在這段期間的投資報酬率高低關係為丙＞甲＞乙，下列何者最可能是丙的留言內容？(cid:17392)(cid:12495)(cid:24279)(cid:14963)(cid:13789)(cid:25681)(cid:12627)(cid:23429)(cid:17730)(cid:9967)(cid:24618)(cid:16965)(cid:24386)(cid:7371)(cid:25069)(cid:514)(cid:8473)(cid:10299)(cid:21)(cid:19)(cid:8)(cid:434)(cid:7447)(cid:12495)(cid:17730)(cid:12627)(cid:23429)(cid:24719)(cid:26379)(cid:9034)(cid:17392)(cid:17846)(cid:8906)(cid:514)(cid:7684)(cid:16944)(cid:8423)(cid:24719)(cid:26379)(cid:8872)(cid:13767)(cid:7572)(cid:17730)(cid:7358)(cid:8712)(cid:434)(cid:7383)(cid:34)()圖十一(A)102我的投資金額為萬元，獲利金額為萬元(B)我的投資金額是甲的兩倍，但獲利金額與甲相同(C)我的獲利金額和甲相同，但投資金額只有甲的一半(D),0.5,0.77
110,社會,26,26.甲國為了降低國內吸菸人口，針對每包(cid:3688)30%2017(cid:3636)30菸品課徵售價的菸稅，而自年(cid:1998)25起更提高至50%。圖(十二)是新制上路前(cid:5776)2015後，國內菸稅金額的變化情況，根據圖((cid:4665)10(cid:993)5中資訊判斷，下列何者最適合用來說明)02016年底時所發生的變化？20162016201620172017(cid:1283)(cid:1283)(cid:1283)(cid:1283)(cid:1283)(A)(B)比較利益預期心理8101224(C)(D)(cid:1044)(cid:1044)(cid:1044)(cid:1044)(cid:1044),0.39,0.46
110,社會,27,27.小蔡多次趁消費時詐騙某一店家財物，老闆不甘受騙報警處理。雖然小蔡遭逮後深表懊悔，並賠償店家損失達成和解，老闆也決定不提出告訴，但警方仍依法將他移送法辦，最後小蔡遭法院判處罰金。上述小蔡與老闆達成和解，以及被法院判罰的部分，依序屬於下列何種類型？(A)行政案件、告訴乃論的刑事案件(B)民事事件、告訴乃論的刑事案件(C)行政案件、非告訴乃論的刑事案件(D),0.5,0.64
110,社會,28,28.()金芳工廠評估三種營運策略的收支情況，如表表四()四所示。若僅考量利潤，該工廠的最佳選擇是銷貨生產營運策略「維持現狀」，且此選擇的機會成本是「增產收入成本乙產品」。根據上述內容判斷，表中「☆」處12090增產甲產品的數值，最可能為下列何者？105增產乙產品☆(A)808040維持現狀(B)70/單位：萬元月(C)60(D)50,0.39,0.53
110,社會,29,29.()圖十三中的甲地為美國退役飛機存放的地點之一，以便這些飛機做後續的處置與再利用。根據當地的地理環境特色判斷，選擇該(cid:17392)地點存放與下列何者關係最密切？(A)位於加州矽谷，維修人力充足(B)地處北美大平原上，地廣人稀()圖十三(C)氣候乾燥少雨，避免零件鏽蝕(D),0.5,0.56
110,社會,30,30.()52013圖十四是以每歲為一級距，統計年世界各年齡層人口數的示意圖，其中不同顏色15~64(cid:3971)代表不同洲的資料。圖中丙應為哪一洲？(A)非洲(B)亞洲0~14(cid:3971)(C)歐洲(cid:10213)(cid:15305)(cid:15344)(cid:17392)(cid:7447)(cid:7383)(cid:7359)(cid:8661)(cid:20044)(cid:15344)(D),0.52,0.54
110,社會,31,31.「飛行釀酒師」是一個特別的行業，他們搭乘飛機穿梭在全球各地的葡萄園提供技術指導，尤其是在秋季葡萄採收時最為忙碌。某一釀酒師在澳洲葡萄採收的季節前往該國協助，則他在澳洲停留的月分最可能為下列何者？(A)12(B)34(C)67(D)910,0.42,0.49
110,社會,32,"32.歐洲兩大河流藉由某一運河相互連結，以提表(五)升河流的航運價值。甲港口為該運河上重要國家船舶貨運量(公噸)()2016的轉運樞紐，表五為年兩條河流流域100,488荷蘭內各國與甲港口之間的船舶貨運量。由表中68,520德國資訊判斷，可推論出其中一條河流的貨運量50,813比利時較大，該河流應是注入哪個海域？34,498奧地利(A)(B)北海黑海8,891(C)(D)匈牙利",0.48,0.42
110,社會,33,"33.「早期，臺灣中部山區的原住民開墾坡地時，4,094斯洛伐克會先砍伐樹木，待其充分乾燥後點火焚燒，坡854羅馬尼亞地因此留下不少灰燼，可作為肥料。首年的收273,710總計35穫相當可觀，但通常僅能耕作至年，便須遷註：船舶貨運量為各國以船舶移到其他坡地，再以相同方式開墾。」上述農運抵甲港口及從甲港口運至各墾方式最可能也出現在下列哪一地區？國的貨運量總和。(A)印尼蘇門答臘島(B)埃及尼羅河三角洲(C)加拿大拉布拉多高原(D)",0.35,0.4
110,社會,34,34.「通風廊道」主要由公園與綠地組成，(cid:8661)(cid:20)(cid:13766)(cid:26)(cid:13766)其規畫是為了引導都市外涼爽、乾淨的(cid:22589)(cid:8661)(cid:13871)(cid:8661)(cid:8230)(cid:11570)(cid:11569)(cid:9733)(cid:3727)(cid:506)(cid:2405)(cid:1243)(cid:5326)(cid:3159)(cid:4313)(cid:2178)(cid:1172)(cid:1648)空氣流入都市，以緩解都市中心悶熱、(cid:1988)(cid:3164)(cid:907)(cid:2212)(cid:2580)(cid:3796)(cid:995)(cid:1242)(cid:1041)(cid:1243)汙濁的空氣環境，廊道走向主要與當(cid:22589)(cid:13871)(cid:2405)(cid:1088)(cid:3164)(cid:1937)(cid:5326)(cid:3159)(cid:500)(cid:3911)(cid:5022)(cid:1992)()(cid:973)(cid:1032)(cid:1196)(cid:3950)(cid:5626)(cid:500)(cid:1078)(cid:1988)(cid:5326)(cid:3159)地盛行風向一致。圖十五為中國季風(cid:3911)(cid:1381)(cid:500)(cid:1016)(cid:976)(cid:2046)(cid:3911)(cid:2863)(cid:502)(cid:1647)氣候區內某都市的風向頻率圖，根據(cid:22589)(cid:8725)(cid:13871)(cid:8725)(cid:1269)(cid:1308)(cid:4313)7(cid:1044)(cid:1001)(cid:1855)(cid:2405)(cid:1088)(cid:3164)(cid:8725)(cid:1937)(cid:5326)(cid:3159)(cid:4200)(cid:1355)(cid:2405)(cid:2863)(cid:502)該都市最主要的風向判斷，其通風廊()圖十五道的規畫最可能接近下列何者？(A)(B)(C)(D),0.21,0.23
110,社會,35,35.歷史上某種組織的設立目的，是為了保護城市同業會員的利益，其作法包(1)(2)(3)括：禁止非會員營業；會員間有互助救濟的責任；規定價格、品質、工資、工作條件，以限制競爭。此種組織最可能是下列何者？(A)(B)(cid:34)中共人民公社蒙古帝國的驛站(C)(D),0.53,0.65
110,社會,36,36.()歷史老師上課時，使用圖十六講解某一史事所造成的影(cid:18460)(cid:20244)(cid:20035)(cid:26730)響，圖中的「？」最可能是下列哪一史事？(cid:11483)(cid:9673)(cid:17316)(cid:22689)(A)美國獨立戰爭(B)英國光榮革命(cid:15055)(cid:13453)(cid:12237)(cid:23062)(cid:12679)(cid:7359)(cid:20044)(cid:15344)(cid:8853)(cid:8430)(cid:15998)(cid:17722)(cid:16619)(cid:8852)(cid:16934)(cid:18825)(C)拿破崙向外擴張(D),0.43,0.45
110,社會,37,37.()圖十七是一張戰爭期間發給的通行證部分內(cid:2336)(cid:1892)(cid:2376)(cid:1113)(cid:1079)(cid:506)容，此通行證最可能使用於何時何地？(cid:33)(cid:33)(cid:33)(cid:33)(cid:33)(cid:2157)(cid:1153)(cid:3311)(cid:1353)(cid:5886)(cid:1955)(cid:2241)(cid:2105)(cid:3058)(cid:947)(cid:2861)(cid:2879)(cid:3377)(A)鴉片戰爭期間的打狗(cid:947)(cid:500)(cid:1076)(cid:1478)(cid:3080)(cid:2760)(cid:3774)(cid:917)(cid:3750)(cid:2927)(cid:1101)(cid:4646)(cid:1254)(cid:500)(cid:2152)(B)(cid:3286)(cid:1076)(cid:1804)(cid:6054)(cid:1937)(cid:3058)(cid:3950)(cid:502)(cid:510)(cid:510)(cid:1250)(cid:1308)(cid:1610)(cid:2241)(cid:2350)英法聯軍期間的安平(C)(cid:2927)(cid:4646)(cid:1635)(cid:500)(cid:1255)(cid:1308)(cid:5386)(cid:4942)(cid:4633)(cid:928)(cid:2449)(cid:3290)(cid:2861)(cid:2879)(cid:3774)中法戰爭期間的基隆(cid:917)(cid:500)(cid:1632)(cid:1255)(cid:4029)(cid:1254)(cid:1342)(cid:1175)(cid:1276)(cid:1220)(cid:1937)(cid:3311)(cid:1353)(cid:502)(D),0.41,0.49
110,社會,38,38.小芳撰寫「臺灣糖業發展」的課堂報告，想討論在十九世紀中後期臺灣糖業所發生的變化，下列何者最能夠呈現當時的變化？(A)(B)新式糖廠用縱貫鐵路運送蔗糖興建嘉南大圳使甘蔗產量增加(C)(D),0.24,0.32
110,社會,39,39.「吳生是徽州人，參加科舉考試屢屢失利，但他沒有放棄金榜題名的希望。為了糊口謀生，在這個徽州商人活躍於全國，形成商幫組織的時代，他未從商而選擇行醫。有一年，吳生遠赴省城參加鄉試，卻遇上了身體不適的老友上門求診，結果老友得以痊癒，自己卻又再度名落孫山。終其一生，他雖未能如願中舉，但卻成為一位良醫。」上文中的吳生，最可能是下列何時的讀書人？(A)(B)西漢時期隋唐時期(C)(D),0.41,0.45
110,社會,40,40.()(圖十八是某戰爭中，交戰雙方陣營一、陣營)400(cid:7835)(cid:8542)(cid:8423)(cid:7516)二各成員國的軍隊陣亡人數圖。圖中的甲與乙(cid:20911)(cid:9673)(cid:24512)(cid:20071)最可能分別是哪兩國？300(cid:9684)(cid:10213)(cid:13754)(cid:15251)(cid:9673)(cid:8423)(cid:10277)(cid:8646)(cid:11483)(cid:9673)(A)甲：美國，乙：德國200(cid:9693)(cid:20209)(B)甲：德國，乙：俄國(cid:8244)100(cid:17392)(cid:9673)(cid:7447)(cid:9673)(C)甲：日本，乙：中國0(cid:2852)(cid:5436)(cid:907)(cid:2852)(cid:5436)(cid:914)(D),0.5,0.7
110,社會,41,41.1926有一本年出版的書籍，對於臺北名勝介紹如下：「圓山公園位在距離臺1.8北車站哩之處，隔基隆河與臺灣神社相望，樹木繁盛，滿山翠綠。園內有市立動物園，動物園飼養了來自世界各地的珍禽異獸，遊覽者眾，此動物園被公認是國內的五大動物園之一。」上述內容中「國內的五大動物園」最可能還包括下列何地的動物園？(A)(B)上海馬尼拉(C)()(D)(),0.54,0.34
110,社會,42,42.()圖十九是一則網路新聞報導，根據圖中內容判斷，在此案的處理過程中，最可能(cid:4588)(cid:3628)(cid:998)(cid:1113)(cid:1154)(cid:4086)(cid:1068)(cid:4485)(cid:5138)(cid:5922)(cid:3290)(cid:1105)(cid:500)(cid:1342)(cid:2927)會出現下列何種情況？(cid:1126)(cid:1031)(cid:3774)(cid:5506)(cid:4480)(cid:1664)(cid:1302)(cid:5453)(cid:2575)(cid:1937)(cid:1481)(cid:4318)(cid:3297)(cid:2919)(cid:1323)(A)大法官對案件進行公平審理(cid:1395)(cid:500)(cid:4212)(cid:1016)(cid:544)(cid:5872)(cid:1635)(cid:1892)(cid:545)(cid:3285)(cid:1747)(cid:500)(cid:2284)(cid:5922)(cid:3394)(B)(cid:1359)(cid:3774)(cid:1353)(cid:4947)(cid:2199)(cid:2133)(cid:500)(cid:1548)(cid:1747)(cid:4345)(cid:4160)(cid:998)(cid:1113)(cid:3952)(cid:2893)檢察官主導案件的偵查工作(cid:2372)(cid:3298)(cid:915)(cid:3484)(cid:2822)(cid:998)(cid:3737)(cid:502)(C)消保官追訴負責人的犯罪行為()(D)圖十九,0.42,0.68
110,社會,43,43.阿治在網路上分享自己潛水過程中觸碰綠蠵龜的影片，引發了爭議。由於他隨意觸碰保育類動物的行為，涉嫌違反《野生動物保育法》，一旦確定行為違法，最重將可能面臨有期徒刑的處罰。根據上述內容判斷，若阿治遭罰但不服，他採行下列哪一方式進行權利救濟最適當？(A)向相關單位提出請願(B)向高等法院提起上訴(C)向訴願管轄機關提出訴願(D),0.35,0.39
110,社會,44,44.某機關希望縮短使用者的停車時間，提高表(六)停車場車位的流動率，使車位能讓更多洽停車時間收費金額公民眾使用，因此設計新的停車費率，如20分鐘內離場0元()表六所示。該機關設定表中停車費率所40第一個小時元運用的經濟學概念，與下列何者最相似？100第二個小時起每小時元(A)慶祝擴大營業，全店半價促銷(B)物價持續上漲，貨幣價值降低表(七)(C)提高銷貨收入，增加公司利潤代號情況(D),0.47,0.39
110,社會,45,45.()表七內容為燕玲在日常生活中所碰到對面住家常常在半夜大聲播的四種情況。根據表中內容判斷，哪二乙放音樂，害燕玲都睡不著。種情況隱含「外部成本」的概念？(A)甲、乙隔壁住戶的狼犬警戒心很強，丙(B)讓燕玲也住得安心許多。丙、丁(C)甲、丙樓下熱炒店被檢舉後油煙味丁(D),0.39,0.59
110,社會,46,46.有鑑於以往選舉活動過於密集，除了選務工作須花費大量成本外，也容易造成社會紛擾，於是我國目前採用每隔兩年交錯的原則，分別辦理中央層級與()107地方層級公職人員的選舉。根據表八內容判斷，以民國年九合一地方公職人員選舉為例，「」代表可領取該項選舉選票，若小華具有此次選舉的投票權，下列何者是他依法可能領取的選票組合之一？()表八選市縣山地山地里票直轄市直轄市縣縣轄市民議原住民區原住民區(村)組市長市議員長市長代員區長區民代表長合表甲乙丙丁(A)(B)(C)(D),0.34,0.4
110,社會,47,47.小毛：「老師，為什麼每年學校都要送應屆考生包子、蛋糕和粽子的餐盒？」老師：「因為包子、蛋糕和粽子的諧音為『包高中』，寓有對考生祝福吉利的意思。」上述學校作為所隱含的社會規範，其性質與下列何者最類似？(A)(B)除夕當晚家家戶戶團圓圍爐遛狗時隨手清理愛犬的糞便(C)(D),0.35,0.9
110,社會,48,48.()表九是我國某一項公職人員59○○市第二選區第號投開票所開票結果選舉的開票結果。根據表中內候選人得票數容判斷，此項選舉所選出的公候選人王大銘趙小虹康自強職人員應具有下列何項職權？2031046344得票數票票票(A)依法公布法律、命令政黨得票數(B)編列中央政府的預算(C)政黨甲黨乙黨丙黨丁黨質詢地方政府的行政官員103989326159(D)得票數票票票票,0.41,0.28
110,社會,49,49.()20082014圖二十顯示至年臺灣不同規模(cid:21)(cid:24)(cid:19)(cid:19)的國小校數變化，此種變化趨勢與下列哪(cid:14047)(cid:21)(cid:19)(cid:19)(cid:19)(cid:13366)一臺灣社會現象的關係最密切？(cid:11)(cid:20)(cid:24)(cid:19)(cid:19)(cid:10806)(cid:14047)(cid:22605)(cid:14559)(cid:25681)(cid:28)(cid:19)(cid:19)(cid:7544)(cid:7587)(cid:7369)(A)國內的生育率下降(cid:12)(cid:20)(cid:19)(cid:19)(cid:19)(cid:28)(cid:19)(cid:20)(cid:7544)(cid:7587)(cid:7368)(B)(cid:24)(cid:19)(cid:19)外籍配偶人數增加(C)(cid:19)國民義務教育延長(cid:21)(cid:19)(cid:19)(cid:27)(cid:21)(cid:19)(cid:20)(cid:19)(cid:21)(cid:19)(cid:20)(cid:21)(cid:21)(cid:19)(cid:20)(cid:23)(cid:11)(cid:11570)(cid:12)(D)隔代教養家庭增加圖(二十),0.39,0.92
110,社會,50,50.某內閣制國家在國會大選結束後，該國最大黨因與其他政黨在移民、環保政策等問題上難以達成共識，導致遲遲無法組成聯合政府。根據上述內容判斷，下列何者最可能為該國的選舉結果？(cid:9970)100(cid:9970)100(cid:9970)75(cid:9970)50(cid:14058)80(cid:14058)80(cid:14058)60(cid:14058)40(cid:11796)(cid:11796)(cid:11796)(cid:11796)60604530(cid:15112)(cid:15112)(cid:15112)(cid:15112)(cid:15291)40(cid:15291)40(cid:15291)30(cid:15291)20(cid:8050)20(cid:8050)20(cid:8050)15(cid:8050)10(cid:11)(cid:8)(cid:12)(cid:11)(cid:8)(cid:12)(cid:11)(cid:8)(cid:12)(cid:11)(cid:8)(cid:12)0000(cid:17689)(cid:7744)(cid:7680)(cid:7656)(cid:12785)(cid:17689)(cid:7744)(cid:7680)(cid:7656)(cid:12785)(cid:17689)(cid:7744)(cid:7680)(cid:7656)(cid:12785)(cid:17689)(cid:7744)(cid:7680)(cid:7656)(cid:12785)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)(cid:28367)51.2018@年的「世界音樂節臺灣」邀請了世界各地的音樂團體來臺演出，其中來自厄瓜多的樂團帶來安地斯山風情的音樂，讓我們可以藉此欣賞該國的文化特色。上述文化特色最可能為下列何者？(A)(B)(C)(D),0.54,0.73
110,社會,51,51.2018@年的「世界音樂節臺灣」邀請了世界各地的音樂團體來臺演出，其中來自厄瓜多的樂團帶來安地斯山風情的音樂，讓我們可以藉此欣賞該國的文化特色。上述文化特色最可能為下列何者？(A)(B)(C)(D),0.48,0.7
110,社會,52,52.()圖二十一甲處自西元前四世紀至西元七世紀，官方使用的文字因外來統治者改變而有所不同，這些官方文字使用時間的先後順序最可能地中海是下列何者？(A)(cid:17392)希臘文→拉丁文→阿拉伯文(B)希臘文→阿拉伯文→拉丁文(C)阿拉伯文→拉丁文→希臘文()圖二十一(D),0.43,0.54
110,社會,53,53.以下是一位學者對於歷史上某次政治改革所做的評論：「憲法由資政院起草議決，皇帝頒布；修正權屬於國會；皇帝權力以憲法規定者為限。上述這些規定雖限制了部分皇權，卻仍然強調皇帝神聖不可侵犯，對於人民的民主權利隻字未提。」根據內容判斷，推行上述政治改革的最可能是下列何者？(A)1860(B)1911年的太平天國年的清朝政府(C)1947(D)1949,0.5,0.53
110,社會,54,54.106()(cid:20)(cid:19)(cid:24)某年世界新生兒性別比為，圖二十二是同年甲、乙、丙三個國家新生兒性別比的數據。根據圖中資料判(cid:1796)斷，下列何者最可能是甲國社會現況的敘述？(cid:1393)(A)戰亂頻仍，社會環境不夠穩定(cid:1050)(B)重男輕女，性別刻板印象普遍(C)思想觀念開放，尊重多元性別發展(cid:1176)(cid:908)(cid:1063)(D),0.46,0.62
110,社會,55,55.表(十)是臺灣農工業產品，在外銷貿易額中表(十)所占的比例。根據該表數據判斷，造成此變時間19621973年年化的原因最可能與下列哪一經濟措施有關？產品(A)推動耕者有其田農業產品49%17%(B)加入世界貿易組織工業產品51%83%(C)實施出口導向政策&出口導向：又稱出口擴張；(D),0.38,0.41
110,社會,56,56.上文提及馬歇爾被派遣到的「殖民地」，最可能是下列何地？(A)(B)(C)(D),0.51,0.79
110,社會,57,57.文中雙底線處的遺址已被列入世界文化遺產，它被指定為世界遺產最可能與下列何者有關？(A)(B)彰顯伊斯蘭文化的擴張與融合展現早期佛教建築藝術的特色(C)(D),0.49,0.85
110,社會,58,58.根據上文判斷，臺灣雲豹原始的棲息環境主要為下列何種天然植被？(A)紅樹林(B)針葉林(C)闊葉林(D),0.42,0.66
110,社會,59,59.文中多數受訪者目擊雲豹的地點為下列哪兩個原住民族的主要分布地區？(A)布農族、鄒族(B)魯凱族、排灣族(C)泰雅族、賽夏族(D),0.38,0.43
110,社會,60,60.根據文中研究員繪製雲豹可能棲地的原則與流程，其分布圖最接近下列何者？(A)(B)(C)(D),0.46,0.61
110,社會,61,61.文中國際組織的分布區域及成員性質，與下列何者最類似？(A)歐洲聯盟(B)世界展望會(C)世界貿易組織(D),0.53,0.56
110,社會,62,62.根據上述內容判斷，下列何者最符合文中提及的觀點？(A)推動國際貿易可減少食物浪費數量(B)國內第一級產業就業人口逐年增加(C)推動理念層次變遷有助改善糧食問題(D),0.45,0.82
110,社會,63,63.若小名要響應文中提及的主題日，下列何種作法最適當？(A)擔任社區老人共餐志工，從事公益服務活動(B)珍惜有限資源，落實廢棄物資源回收再利用(C)購買珍珠奶茶時，自備可以重複使用的環保吸管(D),0.47,0.87
