年度,科目,題號,題目
110,自然,1,1.關於粒線體與植物細胞間的關係，下列敘述何者正確？(A)粒線體位於細胞質內(B)粒線體位於葉綠體上(C)粒線體位於細胞核內(D)
110,自然,2,2.人體的血糖濃度可受激素調節，在激素甲的作用下血糖濃度可提升，在激素乙的作用下血糖濃度會降低。下列有關激素甲和激素乙的來源，何者最合理？(A)激素甲、激素乙皆只可能由胰臟分泌(B)激素甲、激素乙皆只可能由腎上腺分泌(C)激素甲可能由胰臟分泌，激素乙可能由腎上腺分泌(D)
110,自然,3,3.111關於光年、萬年、萬公里之間的敘述與比較，下列何者正確？(A)11光年為時間單位，且光年比萬年長(B)11光年為時間單位，且光年比萬年短(C)11光年為距離單位，且光年比萬公里長(D)11
110,自然,4,4.2B玉琳設計一個有關鉛筆在白紙上所畫直線長度與電阻值關係的實驗，實驗方2B法為將鉛筆以相同大小的力，在白紙上畫出粗細相同、長度不同的直線，再以儀器測量直線兩端的電阻值。下列選項中，哪一個實驗紀錄表所反映的實驗設計最符合上述的實驗目的？(A)(B)(cid:3220)(cid:1393)(cid:907)(cid:914)(cid:927)(cid:1124)(cid:3220)(cid:1393)(cid:907)(cid:914)(cid:927)(cid:1124)(cid:4233)(cid:3645)(cid:4479)(cid:5930)2B2B2B2B(cid:4233)(cid:3645)(cid:4479)(cid:5930)BBBB(cid:2736)(cid:2989)(cid:2054)(cid:2123)(mm)0.10.10.10.1(cid:2736)(cid:2989)(cid:2054)(cid:2123)(mm)2.01.00.50.1(cid:1940)(cid:4885)(cid:1999)(cid:2123)(cm)1234(cid:1940)(cid:4885)(cid:1999)(cid:2123)(cm)1234(cid:4253)(cid:2004)(cid:2422)(Ω)(cid:4253)(cid:2004)(cid:2422)(Ω)(C)(D)
110,自然,5,5.科學家可利用生物科技複製動物如桃莉羊，在不考慮突變的情況下，桃莉羊與親代之間的基因相似程度與下列何者不同？(A)番薯及其以塊根繁殖產生的子代(B)青蛙及其以體外受精產生的子代(C)變形蟲及其以分裂生殖產生的子代(D)
110,自然,6,6.「民眾舉報黃老闆工廠中有一批盜採的岩塊，稽查人員到達黃老闆宣稱採集岩塊的地點進行了解，發現此地的岩塊外形比較圓滑，體積較小，而工廠中的岩塊有稜有角，體積也較大，且該地點幾乎不見與工廠中外形、大小相似的岩塊，令稽查人員懷疑黃老闆謊報其採集地點……」根據上述資訊，關於黃老闆實際盜採岩塊的地點與說明，最可能為下列何者？(A)河川上游，因上游雨量較豐沛，岩塊體積普遍較大(B)河川上游，因岩塊被搬運距離短，形狀普遍有稜有角(C)河川下游，因下游河水流量大，岩塊體積普遍較大(D)
110,自然,7,7.()圖一為某地的地質剖面示意圖，其中岩層甲、乙均為沉積(cid:1254)(cid:1988)岩，丙為一岩漿冷卻後的岩脈。若此地地層均未經過倒轉，關於甲、乙、丙形成的先後順序關係，下列推論何者最(cid:1176)(cid:1176)(cid:1063)合理？(cid:908)(cid:908)(A)甲在最上層，故甲最早形成(B)甲在最上層，故甲最晚形成(C)丙切穿甲、乙，故丙最晚形成()圖一(D)
110,自然,8,8.不鏽鋼皂是一種具有肥皂外型的不鏽鋼。業者宣稱當手上沾滿大蒜、洋蔥等傳統肥皂不易去除的味道時，一邊將手與不鏽鋼皂摩擦一邊以流水沖洗，可以消()除部分氣味。小芸設計實驗驗證「不鏽鋼皂能否去除異味」，如表一中的組別一和組別二所示。另外她還設計了組別三的實驗，關於組別三的說明，下列何者合理？表(一)(cid:3220)(cid:1393)(cid:907)(cid:914)(cid:927)(cid:4340)(cid:6221)(cid:1922)(cid:2068)(cid:3834)(cid:3213)(cid:1957)(cid:1580)(cid:972)(cid:6028)(cid:5299)(cid:1580)(cid:972)(cid:6028)(cid:5299)(cid:3567)(cid:2898)(cid:1888)(cid:2185)(cid:2619)(cid:1690)(cid:5930)(cid:2080)(cid:949)(cid:4545)(cid:1690)(cid:949)(cid:4545)(cid:1690)(cid:949)(cid:4545)(cid:1690)(cid:4752)(cid:5396)(cid:2580)(cid:3796)30(cid:2302)30(cid:2302)30(cid:2302)(cid:2178)(cid:1409)(cid:1072)(cid:1053)(cid:1553)(cid:2225)(cid:2178)(cid:2178)(cid:2178)(A)組別三作為「不鏽鋼皂能否去除異味」實驗的實驗組(B)實驗想驗證縮短沖洗的時間，去除異味的功效是否相同(C)實驗想驗證其他形狀的不鏽鋼物品，是否也具有去除異味的功效(D)
110,自然,9,9.小茵以一道雷射光入射一個平面鏡，並記錄入射角θ及反射光與平面鏡的夾X()角，如圖二所示。她改變三次入射角，各次的入射角均不相同，則此三次實X驗數據裡，各次實驗數據的θ與應符合下列哪一個關係式？(A)X＝θ(cid:1892)(cid:4885)(B)X90＋θ＝°(cid:917)(cid:2516)(cid:1216)(cid:848)(cid:1016)(cid:2516)(cid:1216)(C)X902＝°－θX(D)X1802
110,自然,10,10.小妮在室溫下將一支金屬湯匙及一支塑膠湯匙同時插入剛買()來的冰淇淋兩側，如圖三所示。經過幾分鐘後，發覺金屬湯匙附近融化的冰淇淋量較塑膠湯匙附近的多，則發生此現象的主要原因最可能是下列何者？(A)因為比熱大小：金屬湯匙＞塑膠湯匙(B)因為比熱大小：金屬湯匙＜塑膠湯匙(C)因為熱的傳導效果：金屬湯匙＞塑膠湯匙(D)
110,自然,11,11.10g100mL取混有鐵粉、活性碳和食鹽三種物質的粉末，加入裝有純水的燒杯中，充分攪拌後依序進行下列實驗步驟：一、以濾紙過濾杯中液體，收集到無色澄清濾液。二、取兩碳棒插入此杯濾液中，接上導線並與燈泡、電池組串聯，發現燈泡明顯發亮。三、以滴管吸取濾液，滴於蒸發皿上。四、加熱使蒸發皿的水蒸發，蒸發皿內殘留白色固體，檢測得知為食鹽。以上實驗無法證明下列哪一項敘述？(A)食鹽的沸點比水的沸點高(B)混合物可嘗試用過濾方法分離(C)此杯無色澄清濾液中含有電解質(D)
110,自然,12,12.X已知物質在生物體內不易被分解或排出，且會透過生物間的捕食關係傳遞。()X圖四為某生態系的食物網，若甲的體內含有物質，則推測下列何者的體內也可能含有此物質？(cid:961)(A)僅丙(B)僅己(cid:1063)(cid:909)(cid:1145)(C)僅丙、己(D)
110,自然,13,13.地球上的空氣會在不同地點間流動，下列有關空氣在對流層中的流動方式，何者正確？(A)會在相同海拔高度之間流動，但不會在不同海拔高度之間流動(B)會在地表附近有水平方向的流動，也會在地表與高空間上下流動(C)會在地表附近有水平方向的流動，但不會在地表與高空間上下流動(D)
110,自然,14,14.小育在吃某道料理時，突然覺得有苦味，於是立刻吐出查看，才知道食物中混有苦瓜。根據上述，下列敘述何者最合理？(A)立刻吐出是一種反射作用(B)苦味的感覺受器位於大腦中(C)突然覺得有苦味是一種反射作用(D)
110,自然,15,15.(R)(r)豌豆的花色由一對等位基因所控制，紫花為顯性，白花為隱性。以一紫花121119植株與一白花植株雜交，產生的第一子代為棵紫花植株和棵白花植株，在不考慮突變的情況下，下列敘述何者最合理？(A)Rr親代的基因型皆為(B)RR其中一個親代的基因型為(C)若親代白花植株和第一子代紫花植株雜交，可能產生白花植株(D)
110,自然,16,16.小航將自己的血液分別滴在甲、乙、丙三種不同濃度的食鹽水中，並在顯微鏡()下觀察甲、乙、丙中紅血球的細胞狀態，結果如表二所示。根據此結果，比較三種食鹽水的濃度，下列何者正確？表(二)(A)甲＞乙＞丙(cid:4883)(cid:4134)(cid:3218)(cid:2333)(cid:1923)(cid:4362)(B)乙＞丙＞甲(cid:1176)(cid:3218)(cid:2333)(cid:2695)(cid:3723)(cid:500)(cid:1117)(cid:3373)(cid:3218)(cid:2333)(cid:4055)(cid:1058)(C)丙＞甲＞乙(cid:908)(cid:3218)(cid:2333)(cid:3706)(cid:5485)(D)甲＞丙＞乙(cid:1063)(cid:3218)(cid:2333)(cid:1415)(cid:5768)(cid:1087)(cid:3869)(cid:4844)(cid:1923)
110,自然,17,17.t0st10s一輛汽車行駛於筆直的道路上，在＝時開始由靜止出發，＝時汽車的20m/st1020s0t20s速度大小為，已知汽車在＝～期間所受合力為，則＝時，汽車的速度大小應為多少？(A)0(B)10m/s(C)20m/s(D)40m/s
110,自然,18,18.2kg1kg甲、乙兩木塊的質量分別為、，兩者由同一(cid:1176)(cid:908)水平高度靜止狀態自由落下，分別掉落至不同高度()的水平地板上，如圖五所示。已知當地的重力加速1m度為10m/s2，則兩木塊由靜止狀態自由落下至剛接觸地板時，所減少的重力位能分別為多少？2m(A)1J2J甲：，乙：(B)2J2J甲：，乙：(C)10J20J甲：，乙：(D)20J20J
110,自然,19,19.已知甲、乙、丙為三種不同的純物質，甲與乙反應生成丙的化學反應式為：4+32甲乙→丙30g16g46g取的甲和的乙進行反應後，發現兩者皆會完全反應耗盡，並且生成16g的丙。若改取不同質量的甲和的乙進行數次反應，則甲加入的質量與丙生成的質量關係圖，最可能為下列何者？(A)(B)(C)(D)
110,自然,20,20.XY取硫粉和鎂帶分別在空氣中燃燒，燃燒後的產物依序於、兩瓶密閉容器內XY與水充分混合。在室溫下先以石蕊試紙檢測、兩瓶水溶液，再將兩瓶水溶()液混合並測量溫度變化。已知實驗結果兩瓶的石蕊試紙皆有變色，則表三中哪一個代號最可能是實驗結果的紀錄？()表三(A)甲(cid:1185)(cid:5230)(cid:4162)(cid:2736)(cid:5408)(cid:3571)(cid:3127)(cid:1245)(cid:2133)(B)(cid:1078)(cid:4134)乙X(cid:3167)Y(cid:3167)(cid:1937)(cid:3989)(cid:2123)(cid:6210)(cid:1007)(C)丙(cid:1176)(cid:6210)(cid:2310)(cid:1349)(cid:6210)(cid:5716)(cid:1349)(cid:928)(cid:2398)(D)丁(cid:908)(cid:6210)(cid:2310)(cid:1349)(cid:6210)(cid:5716)(cid:1349)(cid:930)(cid:1010)
110,自然,21,21.媒體報導一間高爾夫球桿製造公司，因不當使用「溴丙烷」清洗桿頭，造成多名員工身體不適。已知丙烷分子中的一個氫原子被一個溴原子所取代，即為溴HCBr11280丙烷，且、和的原子量依序為、和。根據上述說明，溴丙烷的分子量應為多少？(A)95(B)97(C)123(D)155
110,自然,22,22.()圖六為甲、乙兩種細胞所含的染色體示意圖，此兩種細胞都取自同一株開花植物的正常細胞。根據此圖，推測此兩種細胞所屬的構造，下列何者最合理？(A)甲：花粉，乙：花瓣(B)甲：花瓣，乙：種子(C)甲：花托，乙：花粉(D)
110,自然,23,23.()甲、乙為兩種多細胞生物，表四為甲、乙能否進行兩種生理作用的比較。根據此表推測甲、乙在生態系中所扮演的角色，下列敘述何者最合理？()表四(cid:4127)(cid:3707)(cid:5207)+(cid:2620)(cid:2619)→(cid:1053)+(cid:914)(cid:2620)(cid:1007)(cid:4473)(cid:1053)+(cid:914)(cid:2620)(cid:1007)(cid:4473)→(cid:4127)(cid:3707)(cid:5207)+(cid:2620)(cid:2619)+(cid:1053)(cid:1176)(cid:2760)(cid:2760)(cid:908)(cid:2760)(cid:972)(cid:2760)(A)甲可能是分解者(B)甲可能是初級消費者(C)乙可能是生產者(D)
110,自然,24,24.中洋脊與海溝各自代表兩種不同板塊邊界的地形特徵，將最靠近中洋脊以及最()靠近海溝的海洋地殼年齡，以及各自的板塊運動情形整理如表五所示，則下列關於W、X、Y、Z所填入的組合，何者最合理？表(五)(A)WX填入較老，填入張裂(cid:1254)(cid:1486)(cid:2653)(cid:4731)(cid:973)(cid:2217)(cid:2761)(cid:2631)(cid:3982)(B)WX填入較年輕，填入聚合(cid:2631)(cid:2217)(cid:1254)(cid:3544)(cid:1283)(cid:6047)(C)YZWY填入較老，填入聚合(cid:1050)(cid:4200)(D)YZ
110,自然,25,25.以下是阿文和阿武對於臺灣常見降雨成因的說明：阿文：臺灣北部冬季主要的降雨成因包括了冷鋒通過與東北季風的影響。阿武：鋒面會因西南季風吹動而由南向北移動，通過臺灣並帶來降雨。關於阿文和阿武的說明，下列何者正確？(A)僅阿文正確(B)僅阿武正確(C)兩位皆正確(cm)(D)
110,自然,26,26.以繩波產生器分別在甲、乙兩繩上製造不同的繩波，甲()(10_1s)繩上某點振動位移與時間的關係如圖七所示。已知甲繩(cid:46)10510的振動頻率大於乙繩，則下列各選項中的圖形，何者最()可能表示乙繩上某點的振動情形？圖七(A)(B)(C)(D)
110,自然,27,27.()XYSSS如圖八所示，圖上點到點有1、2兩條路徑可1XYY以選擇，小志與阿耀同時由點出發向點移動，且途中無折返，抵達Y點後計算出兩人的平均速度大S2小與平均速率，如表(六)所示。有關誰先抵達Y點及X()他們選擇的路徑，下列敘述何者正確？圖八(A)小志先抵達，且兩人選擇相同的路徑()表六(B)阿耀先抵達，且兩人選擇不同的路徑(cid:955)(cid:1491)(cid:2003)(cid:5996)(C)兩人同時抵達，且兩人選擇相同的路徑(cid:1139)(cid:1441)(cid:3314)(cid:2123)(cid:949)(cid:955)(km/h)4040(D)兩人同時抵達，且兩人選擇不同的路徑(cid:1139)(cid:1441)(cid:3314)(cid:3159)(km/h)6040
110,自然,28,28.()阿彥將氣體分類如圖九所示，並在每一分類各舉出一個例子。關於其中甲、乙、丙、丁所填入的內容，下列何者合理？(A)(cid:993)(cid:2728)(cid:33)(cid:500)(cid:1647)(cid:506)(cid:1063)甲是雙原子，丙是臭氧(cid:1176)(B)甲是多原子，丙是甲烷(cid:908)(cid:33)(cid:500)(cid:1647)(cid:506)(cid:909)(cid:2730)(cid:1922)(cid:4966)(C)乙是混合物，丁是空氣(cid:3394)(cid:2458)(cid:951)(cid:500)(cid:1647)(cid:506)(cid:33)(cid:3548)(cid:2619)(D)
110,自然,29,29.已知烴類化合物在空氣中完全燃燒，會產生二氧化碳和水，關於烴類發生燃燒反應的敘述，下列何者正確？(A)為還原劑，進行氧化反應(B)為還原劑，進行還原反應(C)為氧化劑，進行氧化反應(D)
110,自然,30,30.4X10X40X某複式顯微鏡上具有、及三種不同倍率的物鏡，已知阿潘利用此臺10X顯微鏡的物鏡觀察洋蔥表皮細胞，當他做了某項操作後，發現視野明顯變暗且細胞變得模糊，則下列何者最可能是阿潘所做的操作？(A)4X將物鏡調整至(B)40X將物鏡調整至(C)轉動調節輪使載物臺向上移動(D)
110,自然,31,31.人體代謝蛋白質後所形成的尿素，經血液循環後，最後會由下列哪一種管道送入腎臟？(A)(B)動脈靜脈(C)(D)
110,自然,32,32.農民從辣椒植株中挑出果實含辣椒素較少的種子，經過多次的雜交培育篩選而得到不含辣椒素的彩色甜椒植株。關於彩色甜椒植株的敘述，下列何者最合理？(A)是一種基因改造生物(B)是經過大自然的篩選(C)其培育過程中需經有性生殖(D)
110,自然,33,33.()圖十是某地的地質剖面示意圖，該地有一斷層經過，依據此斷層在地表的破裂位置，將其劃分為甲、乙二區。若斷層再次活動而產生地震，斷層兩側岩層移動方向如圖中箭號所示，則下列有關此斷層的類型及地震的震央位置之敘述，何者最合理？(cid:908)(cid:2900)(cid:1176)(cid:2900)(A)正斷層，震央可能位於甲區(B)正斷層，震央可能位於乙區(C)(cid:1254)(cid:1988)逆斷層，震央可能位於甲區(D)
110,自然,34,34.某研究單位釋放了一攜帶氣象儀器的氣球，氣球上升時每到固定的高度會以無線電傳回氣球所在海拔高度的溫度與氣壓值，並做成紀錄。在一般標準大氣狀況下，下列高度與氣壓、溫度的關係，何者最合理？(A)(B)(cid:2863)(cid:2123)((cid:998)(cid:1626))(cid:2619)(cid:5368)((cid:1325)(cid:1766))(cid:3989)(cid:2123)(°C)(cid:2863)(cid:2123)((cid:998)(cid:1626))(cid:2619)(cid:5368)((cid:1325)(cid:1766))(cid:3989)(cid:2123)(°C)5521-18.25521-18.210255-50.510255-50.515101-56.315101-79.32052-55.12052-92.1(C)(D)
110,自然,35,35.()圖十一為月球繞地球運行的示意圖，圖中月球的白色部分為受陽光照射的一側，箭頭為月球的公轉方向。當月球位於圖中的甲、乙位置時，若以白色部分表示地球上所見月相的明亮範圍，則這兩天由地球上所見到的月相和方位關係，最有可能是下列何者？(cid:1254)(cid:3162)(cid:1176)()圖十一(A)(B)(cid:1176)(cid:908)(cid:1176)(cid:908)(cid:1855)(cid:1355)(cid:1855)(cid:1355)(cid:1855)(cid:1355)(cid:1855)(cid:1355)(C)(D)
110,自然,36,36.一個基本電荷的電量為1.6×1019庫侖，下列何者的電量相當於一個基本電荷的電量？(A)1個質子(B)1.6個電子(C)1019個質子(D)1.6×1019個電子
110,自然,37,37.()圖十二為甲和乙兩個不同裝置的示意圖，判斷這兩個裝置的能量變化是否為電能轉換成化學能？(cid:5161)(cid:1904)(cid:3623)(cid:2013)(A)兩個都是(B)兩個都不是(cid:4621)(cid:1058)(cid:5003)(cid:1058)(C)只有甲裝置是(D)
110,自然,38,38.將500cm3的液體X倒入燒杯中，再將質量為40g，體積為100cm3的正立方體XX木塊，置入液體中，已知液體不與木塊發生反應，且靜止平衡後此木塊正X好有一半的體積沒入液面之下，則燒杯內的液體質量為多少？(A)100g(B)200g(C)400g(D)500g
110,自然,39,39.()1cm2cm如圖十三所示，甲、乙兩正立方體金屬塊，邊長分別為、，靜止堆()疊於水平桌面上。甲金屬塊作用於乙金屬塊上表面灰色部分的平均壓力大小為PPPP，金屬塊作用於桌面的平均壓力大小為，已知＝，且甲金屬塊的質量121210g為，則乙金屬塊的質量為多少？ᵬ(A)20g(B)30g(C)40gʬ☢(D)80g
110,自然,40,40.()HClNaHCO如圖十四所示，室溫下有水溶液和水溶液，在這兩杯水溶液中分3HClNaHCO別加入適量的鋅粉和鹽酸，均會使水溶液冒泡。若改變和的濃度，3pH使這兩杯水溶液的值都增加，但其他實驗條件皆不變，則分別加入鋅粉和鹽酸後，這兩杯水溶液冒泡速率的改變情形，最可能為下列何者？(A)兩杯水溶液都變快(cid:5003)(cid:2723)(cid:6262)(cid:4616)(B)兩杯水溶液都變慢(C)實驗一：變快，實驗二：變慢(D)實驗一：變慢，實驗二：變快pH=2pH=9
110,自然,41,41.1kg一塊質量為的木塊分別在甲、乙兩水平桌面上所測量的最大靜摩擦力如()1.0N表七所示。將此木塊靜置於桌面甲上，施予大小為的水平力，另將此木0.5N塊靜置於桌面乙上，施予大小為的水平力，則關於此木塊在兩桌面上的運動狀態及所受摩擦力大小，下列敘述何者正確？表(七)(A)1.0N在桌面甲上會移動，摩擦力大小為(cid:2603)(cid:2399)(cid:3368)(cid:949)(cid:5321)(cid:4752)(cid:5396)(cid:922)(N)(B)1.0N在桌面甲上不移動，摩擦力大小為(cid:1176)0.5(C)0.5N在桌面乙上會移動，摩擦力大小為(D)0.5N(cid:908)1.0
110,自然,42,42.()如圖十五所示，將兩個相同的電池串聯後再並聯兩個電阻器，此時兩個電阻器100W的電功率皆為。移除電路中一個電池與一個電阻器，重新連接電路，如()圖十六所示。已知兩電阻器皆符合歐姆定律，且每個電池的電壓不變，若忽略()導線電阻及電池的內電阻，則圖十六中電阻器的電功率應為多少？(A)25W(B)50W100W(C)100W(D)200W
110,自然,43,43.下列為網路上大家關心的一則問與答：問：外帶咖啡的塑膠杯蓋會釋出致癌物質，是真的嗎？(PS)(CH)答：過去咖啡杯蓋的材質多為聚苯乙烯簡稱，由苯乙烯聚合而88成，相關單位已對此材質訂出使用規範，以確保安全。為免疑慮，市面(PP)(CH)咖啡杯蓋材質已逐漸改成聚丙烯簡稱，聚丙烯是由丙烯聚合36PSPP而成。和都屬於熱塑性聚合物，只要符合規定，消費者正常使用下，尚無安全疑慮。PSPP關於或的敘述，下列何者正確？(A)PSPP和都屬於網狀聚合物(B)PP是由碳水化合物聚合而成(C)PP是由十多個丙烯分子所組成(D)PS
110,自然,44,44.()XY表八為兩種離子的質子數和電子數，已知此兩種離子可結合形成化合物，2學名是氯化鈣，關於甲、乙、丙、丁的關係式，下列何者正確？(A)甲＝乙－2表(八)(B)2甲＝乙＋(cid:4966)(cid:951)(cid:4775)(cid:4253)(cid:951)(cid:4775)(C)丙＝丁－2X(cid:5766)(cid:951)(cid:1176)(cid:908)(D)丙＝丁＋2Y(cid:5766)(cid:951)(cid:1063)(cid:909)
110,自然,45,45.()表九為甲、乙、丙、丁四種金屬原子或離子分別含有的電子數。某一化學電池放電時的反應式為：甲＋乙→丙＋丁已知甲反應後形成丙，乙反應後形成丁，關於乙的敘述，下列何者正確？(A)乙在正極發生還原反應()表九(B)乙在正極發生氧化反應(cid:1998)(cid:6054)(cid:2458)(cid:951)(cid:1800)(cid:5766)(cid:951)(cid:4253)(cid:951)(cid:4775)(C)乙在負極發生還原反應(cid:1176)27(D)乙在負極發生氧化反應(cid:908)30
110,自然,46,46.若鐵製支架圓孔與木棒只有一個接觸點，以此接觸點為支點，則關於木棒所受力矩的情形，下列敘述何者正確？(A)只有順時鐘力矩，逆時鐘力矩為零(B)只有逆時鐘力矩，順時鐘力矩為零(C)順時鐘力矩大於逆時鐘力矩，且均不為零(D)
110,自然,47,47.()若點亮了燈泡，阿斌看到燈泡所造成木棒的影子會落在圖十八中甲、乙、丙、丁哪一個區域？(A)甲(B)乙(C)丙(D)
110,自然,48,48.WXYZ12關於、、、四地在此圖所呈現的時刻，何者最接近當地的正午時？(A)W(B)X(C)Y(D)Z
110,自然,49,49.WXYZ關於、、、在當日的白天與黑夜時間長度關係，下列敘述何者最合理？(A)W地的黑夜時間長度較其它三地長(B)X地的黑夜時間長度較白天時間長(C)YZ、二地的白天時間長度大致相同(D)WXY
110,自然,50,50.根據本文，若以示意圖的灰色部位代表木質部、白色部位代表韌皮部，則推論玫瑰的分類及其嫩莖內維管束之排列，下列配對何者最合理？(A)(B)(C)(D)
110,自然,51,51.根據本文，推論色素可經由下列何種生理作用及部位運送至花？(A)(B)蒸散作用，木質部蒸散作用，韌皮部(C)(D)
110,自然,1,1.50g50g450g各組取大小相近的綠豆、糖、純水進行實驗。2.綠豆的前處理分為：80「泡水」指綠豆清洗後，在室溫下泡水分鐘，使綠豆膨脹後才開始加熱。「不泡水」指綠豆清洗後，加入水中直接開始加熱。3.60加入糖的時間點分為「加熱前」和「加熱分鐘後」，且糖均完全溶解。4.65依照不同條件，四組綠豆湯各加熱分鐘，觀察結果。()實驗結果如表十所示。()表十(cid:3220)(cid:1393)(cid:1176)(cid:908)(cid:1063)(cid:909)(cid:4504)(cid:1604)(cid:1937)(cid:2043)(cid:3264)(cid:3163)(cid:1904)(cid:1053)(cid:1904)(cid:1053)(cid:972)(cid:1904)(cid:1053)(cid:972)(cid:1904)(cid:1053)(cid:1091)(cid:917)(cid:5207)(cid:1937)(cid:2580)(cid:3796)(cid:5626)(cid:1091)(cid:4823)(cid:2043)(cid:1091)(cid:4823)60(cid:1001)(cid:6026)(cid:2133)(cid:1091)(cid:4823)(cid:2043)(cid:1091)(cid:4823)60(cid:1001)(cid:6026)(cid:2133)(cid:1894)(cid:6036)(cid:1804)(cid:4641)(cid:2580)(cid:3796)(cid:2314)25(cid:1001)(cid:2314)23(cid:1001)(cid:2314)27(cid:1001)(cid:2314)25(cid:1001)(cid:1091)(cid:4823)65(cid:1001)(cid:6026)(cid:2133)(cid:1937)(cid:4504)(cid:1604)20%(cid:3237)(cid:3544)(cid:4504)(cid:1604)40%(cid:3237)(cid:3544)(cid:4504)(cid:1604)40%(cid:3237)(cid:3544)(cid:4504)(cid:1604)95%(cid:3237)(cid:3544)(cid:3656)(cid:1856)(cid:1752)(cid:1154)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1752)(cid:1154)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1220)(cid:3325)(cid:3590)(cid:3308)52.1根據說明第點，若丙組綠豆放入水中加熱前，先加入糖，則此時糖水溶液的重量百分濃度，最接近下列何者？(A)9%(B)10%(C)11%(D)12%
110,自然,3,3.60加入糖的時間點分為「加熱前」和「加熱分鐘後」，且糖均完全溶解。4.65依照不同條件，四組綠豆湯各加熱分鐘，觀察結果。()實驗結果如表十所示。()表十(cid:3220)(cid:1393)(cid:1176)(cid:908)(cid:1063)(cid:909)(cid:4504)(cid:1604)(cid:1937)(cid:2043)(cid:3264)(cid:3163)(cid:1904)(cid:1053)(cid:1904)(cid:1053)(cid:972)(cid:1904)(cid:1053)(cid:972)(cid:1904)(cid:1053)(cid:1091)(cid:917)(cid:5207)(cid:1937)(cid:2580)(cid:3796)(cid:5626)(cid:1091)(cid:4823)(cid:2043)(cid:1091)(cid:4823)60(cid:1001)(cid:6026)(cid:2133)(cid:1091)(cid:4823)(cid:2043)(cid:1091)(cid:4823)60(cid:1001)(cid:6026)(cid:2133)(cid:1894)(cid:6036)(cid:1804)(cid:4641)(cid:2580)(cid:3796)(cid:2314)25(cid:1001)(cid:2314)23(cid:1001)(cid:2314)27(cid:1001)(cid:2314)25(cid:1001)(cid:1091)(cid:4823)65(cid:1001)(cid:6026)(cid:2133)(cid:1937)(cid:4504)(cid:1604)20%(cid:3237)(cid:3544)(cid:4504)(cid:1604)40%(cid:3237)(cid:3544)(cid:4504)(cid:1604)40%(cid:3237)(cid:3544)(cid:4504)(cid:1604)95%(cid:3237)(cid:3544)(cid:3656)(cid:1856)(cid:1752)(cid:1154)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1752)(cid:1154)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1220)(cid:3325)(cid:3590)(cid:3308)52.1根據說明第點，若丙組綠豆放入水中加熱前，先加入糖，則此時糖水溶液的重量百分濃度，最接近下列何者？(A)9%(B)10%(C)11%(D)12%
110,自然,4,4.65依照不同條件，四組綠豆湯各加熱分鐘，觀察結果。()實驗結果如表十所示。()表十(cid:3220)(cid:1393)(cid:1176)(cid:908)(cid:1063)(cid:909)(cid:4504)(cid:1604)(cid:1937)(cid:2043)(cid:3264)(cid:3163)(cid:1904)(cid:1053)(cid:1904)(cid:1053)(cid:972)(cid:1904)(cid:1053)(cid:972)(cid:1904)(cid:1053)(cid:1091)(cid:917)(cid:5207)(cid:1937)(cid:2580)(cid:3796)(cid:5626)(cid:1091)(cid:4823)(cid:2043)(cid:1091)(cid:4823)60(cid:1001)(cid:6026)(cid:2133)(cid:1091)(cid:4823)(cid:2043)(cid:1091)(cid:4823)60(cid:1001)(cid:6026)(cid:2133)(cid:1894)(cid:6036)(cid:1804)(cid:4641)(cid:2580)(cid:3796)(cid:2314)25(cid:1001)(cid:2314)23(cid:1001)(cid:2314)27(cid:1001)(cid:2314)25(cid:1001)(cid:1091)(cid:4823)65(cid:1001)(cid:6026)(cid:2133)(cid:1937)(cid:4504)(cid:1604)20%(cid:3237)(cid:3544)(cid:4504)(cid:1604)40%(cid:3237)(cid:3544)(cid:4504)(cid:1604)40%(cid:3237)(cid:3544)(cid:4504)(cid:1604)95%(cid:3237)(cid:3544)(cid:3656)(cid:1856)(cid:1752)(cid:1154)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1752)(cid:1154)(cid:1220)(cid:3325)(cid:3590)(cid:3308)(cid:1220)(cid:3325)(cid:3590)(cid:3308)52.1根據說明第點，若丙組綠豆放入水中加熱前，先加入糖，則此時糖水溶液的重量百分濃度，最接近下列何者？(A)9%(B)10%(C)11%(D)12%
110,自然,52,52.1根據說明第點，若丙組綠豆放入水中加熱前，先加入糖，則此時糖水溶液的重量百分濃度，最接近下列何者？(A)9%(B)10%(C)11%(D)12%
110,自然,53,53.比較加熱前乙和丁兩組不同的前處理對於綠豆的影響，最主要是因為下列何種作用？(A)協調作用(B)滲透作用(C)光合作用(D)
110,自然,54,54.根據本文，若小明認為理想綠豆湯的主要條件是綠豆需全部煮軟，綠豆外觀多數完整且脫殼數量少，則煮出理想的綠豆湯最適合使用下列何種方法？(A)綠豆先泡水，加入糖後在水中加熱至沸騰(B)綠豆先泡水，在水中加熱至沸騰後再加入糖(C)綠豆不泡水，加入糖後在水中加熱至沸騰(D)
