序號,章,節,概念,次概念,考法,題組,題組題幹,題組圖1,題組圖2,題幹,題幹圖1,題幹圖2,選項A,選項B,選項C,選項D,圖A,圖B,圖C,圖D,出處,答案
458,10生態,5生態,生態系平衡的條件,,,,,,,當某一生態系達到平衡時，下列相關敘述何者最合理？,,,物質不再有循環利用的現象,引進外來種繁衍會改變原來的平衡,群集(群落)中的每一族群出生數目等於死亡數目,消費者所得的總能量和生產者所含的總能量相同,,,,,105教育會考,B
545,09分類,4植物界,植物的特徵,,給特徵猜生物,g1001,,,,「無根萍」是原產於臺灣的浮水植物，個體極小，且無根、莖、葉之分，僅有類似葉的構造浮於水面。此外，植株內具有雄蕊及雌蕊，可開花結果繁殖後代，不過無根萍主要繁殖子代的方式，是利用植株一端所長出的小芽。當小芽成熟後，會離開母體而沉入水底，幾天之後再浮出水面長成新的個體。根據本文推論，無根萍是屬於下列哪一類植物？,,,蘚苔植物,蕨類植物,裸子植物,被子植物,,,,,105教育會考,D
546,06生殖,2無性生殖,無性生殖的特性,,,g1001,,,,「無根萍」是原產於臺灣的浮水植物，個體極小，且無根、莖、葉之分，僅有類似葉的構造浮於水面。此外，植株內具有雄蕊及雌蕊，可開花結果繁殖後代，不過無根萍主要繁殖子代的方式，是利用植株一端所長出的小芽。當小芽成熟後，會離開母體而沉入水底，幾天之後再浮出水面長成新的個體。有關無根萍的生殖構造或繁殖方式，下列敘述何者最合理？,,,不會產生胚珠,不會產生生殖細胞,主要的繁殖方式不會增加遺傳的變異,主要的繁殖方式須經減數分裂的過程,,,,,105教育會考,C
40,01生命世界,2動植物細胞的比較,細胞構造的功能,,,,,,,附表為甲細胞和乙細胞內有無兩種特定生理作用的比較。根據此表推測甲、乙細胞內特定構造的有無，下列敘述何者最合理？,m0035,,僅甲細胞含有粒線體,僅甲細胞含有葉綠體,僅乙細胞含有粒線體,僅乙細胞含有葉綠體,,,,,106教育會考,D
98,02養分,4消化系統,消化液的功能,,,,,,,附圖為人體部分消化器官的示意圖，若老王體內的甲處發生阻塞，則下列關於他的消化及養分吸收功能，何者最可能發生？,m0107,,胰液無法排至小腸內,胃液無法分解蛋白質,消化脂質的功能下降,吸收葡萄糖的功能下降,,,,,106教育會考,C
106,03運輸,1植物的運輸,維管束,維管束的功能與位置,,,,,,某雙子葉木本植物的莖具有樹皮及木材等構造，如附圖所示。下列何者為圖中標示＊處的主要功能？,m0131,,運輸養分,運輸水分,細胞分裂,光合作用,,,,,106教育會考,B
178,04協調,1神經系統,神經傳遞路徑,,,,,,,一般人手指觸電後會立刻縮手，也會感覺疼痛而趕緊甩手。附圖為人體指尖觸電時神經訊息傳導的示意圖，圖中甲、乙、丙分別為訊息傳導所經過的神經，下列有關此訊息傳導路徑相關敘述與所對應的神經之配對，何者最合理？,m0166,,觸電後立刻縮手—甲、乙,觸電後感覺疼痛—乙、丙,受器接受刺激後傳至中樞神經—乙、丙,中樞神經發出甩手的命令後傳至動器—丙、甲,,,,,106教育會考,A
223,03運輸,2循環系統,血管間物質的比較,,,,,,,附圖為人體心臟、肝臟和腎臟之間血液循環的示意圖，箭頭代表血液流動的方向，甲、乙、丙及丁分別代表不同的血管。根據此圖的血液流動方向，分別比較甲和乙、丙和丁血液中的尿素濃度，下列何者最合理？,m0151,,甲＜乙，丙＜丁,甲＜乙，丙＞丁,甲＞乙，丙＜丁,甲＞乙，丙＞丁,,,,,106教育會考,C
246,06生殖,1細胞分裂與減數分裂,分裂的過程,,,,,,,附圖為細胞內的某兩對染色體，以甲、乙、丙、丁為代號的示意圖。在正常狀況下，有關細胞進行分裂與分裂時這些染色體分離的敘述，下列何者正確？,m0212,,若進行細胞分裂，則甲與乙必分離至不同的細胞中,若進行細胞分裂，則甲與丁必分離至不同的細胞中,若進行減數分裂，則乙與丙必分離至不同的細胞中,若進行減數分裂，則丙與丁必分離至不同的細胞中,,,,,106教育會考,D
283,06生殖,3動物有性生殖,有性生殖綜合性問題,,,,,,,已知某種動物在同一個體中可產生卵及精子，但在繁殖時，仍需要與不同個體交換精子後，才能受精並產生子代。下列關於此種動物生殖及子代的相關敘述，何者最合理？,,,生殖方式屬於無性生殖,子代不具有生殖的能力,子代具有親代的部分特徵,子代行減數分裂增加體細胞,,,,,106教育會考,C
301,07遺傳,1遺傳法則,計算與分析遺傳機率,,,,,,,已知某植物的種子顏色是由一對等位基因所控制，黃色為顯性，綠色為隱性。小霖記錄了四組親代的表現型並預測其子代可能出現的表現型，整理成附表。在不考慮突變的情況下，表中哪一組子代的預測最不合理？,m0236,,甲,乙,丙,丁,,,,,106教育會考,B
337,08演化,1天擇與人擇,天擇的過程,預測結果,,,,,,已知一地區的某種蝸牛其外殼有深色及淺色之分。在此地區無論是陰暗的石頭縫處或明亮的草地處皆可發現此種蝸牛，且此地區有一種以此蝸牛為食的天敵。阿泰調查了此種蝸牛在兩處的數量後作圖，並據此推論出該天敵主要是利用視覺捕食蝸牛，下列何者最可能是他的調查結果？,,,,,,,m0253,m0254,m0255,m0256,106教育會考,B
394,09分類,4植物界,植物的特徵,裸子植物的特徵,給生物列特徵,,,,,附圖為銀杏(學名：Ginkgo biloba)的示意圖，已知銀杏屬於裸子植物，其種子俗稱為白果，白果及銀杏葉可用於食用及環境美化。下列關於銀杏的推論，何者正確？,m0283,,Ginkgo為形容詞,屬於單子葉植物,不具有果實的構造,白果為開花後產生,,,,,106教育會考,C
436,10生態,3能量的流動,從能量塔判斷生物,,,,,,,將某一食物鏈中生產者及不同階層的消費者所含之總能量繪製成圖，如附圖所示。已知此食物鏈中有一種僅以種子為食的鳥類，則此種鳥類應屬於下列哪一階層？,m0326,,甲,乙,丙,丁,,,,,106教育會考,C
443,10生態,2交互關係,食物網的分析,,,,,,,附表為生活在南極的動物及其食物來源，根據此表判斷，下列有關這些動物之間交互關係的敘述，何者最合理？,m0316,,虎鯨和藍鯨為捕食關係,虎鯨和藍鯨為競爭關係,帝王企鵝和阿德列企鵝為捕食關係,帝王企鵝和阿德列企鵝為競爭關係,,,,,106教育會考,A
501,01生命世界,5科學方法,實驗設計,,圖表判讀,g0101,,,,以下是小明閱讀某篇研究報告後所作的摘要及圖表：某研究員欲探討營養素X和物質Y對大白鼠體重增加量的影響，利用一群條件相同的大白鼠，分成四組進行實驗。此研究員先測量各組大白鼠的原始重量，各組別再依實驗設計進行不同的處理，如附表所示；之後每週都記錄各組大白鼠的重量，再把各組每週所測得的重量和原始重量相減，即為各組的體重增加量。各組大白鼠在實驗不同週數的體重增加量，如附圖所示。根據附表，小明欲探討「在未提供營養素X時，注射物質Y對大白鼠體重增加量的影響」，則他應選取下列哪一組合的資料來分析？,m0052,,甲、乙,甲、丙,乙、丁,丙、丁,,,,,106教育會考,D
502,01生命世界,5科學方法,實驗推論,,圖表判讀,g0101,,,,以下是小明閱讀某篇研究報告後所作的摘要及圖表：某研究員欲探討營養素X和物質Y對大白鼠體重增加量的影響，利用一群條件相同的大白鼠，分成四組進行實驗。此研究員先測量各組大白鼠的原始重量，各組別再依實驗設計進行不同的處理，如附表所示；之後每週都記錄各組大白鼠的重量，再把各組每週所測得的重量和原始重量相減，即為各組的體重增加量。各組大白鼠在實驗不同週數的體重增加量，如附圖所示。根據小明的摘要及圖表判斷，有關營養素X及物質Y在四週內會不會使大白鼠的體重增加量超過100gw的推論，下列何者最合理？,m0051,,營養素X及物質Y皆會,營養素X及物質Y皆不會,營養素X會；物質Y不會,營養素X不會；物質Y會,,,,,106教育會考,C
35,01生命世界,2動植物細胞的比較,粒線體與葉綠體,,葉綠體,,,,,附圖為植物葉肉細胞的構造示意圖，甲、乙、丙、丁分別代表細胞內不同的構造，則下列何者主要負責產生能量供細胞使用？,m0037,,甲,乙,丙,丁,,,,,107教育會考,C
63,02養分,2酵素,酵素綜合性問題,,,,,,,將酵素甲和澱粉溶液在試管中混合均勻，並定時測量試管內的澱粉濃度。已知試管內澱粉濃度會隨著時間而改變，如附圖所示，下列關於甲的敘述，何者正確？,m0090,,甲主要由葡萄糖組成,甲與澱粉反應後，會被分解成胺基酸,若降低甲的活性，會使澱粉的合成速率變快,若提高甲的活性，會使澱粉的分解速率變快,,,,,107教育會考,D
120,03運輸,2循環系統,血液循環路徑,,,,,,,附圖為人體注射藥劑的部位示意圖，關於藥劑從甲部位或乙部位注入人體的靜脈後，經由血液循環最先進入心臟腔室的敘述，下列何者最合理？,m0144,,甲、乙部位的藥劑皆先進入右心房,甲、乙部位的藥劑皆先進入左心房,甲部位的藥劑先進入右心房，乙部位的藥劑先進入左心房,甲部位的藥劑先進入左心房，乙部位的藥劑先進入右心房,,,,,107教育會考,A
132,03運輸,1植物的運輸,植物如何運輸,,,,,,,附圖為竹子與其鄰近竹筍的生長示意圖，圖中箭頭表示物質X由竹子到竹筍的運輸方向。已知物質X來自光合作用，則有關物質X及其由何種構造運輸的敘述，下列何者最合理？,m0114,,物質X為醣類，由韌皮部運輸,物質X為醣類，由木質部運輸,物質X為水分，由韌皮部運輸,物質X為水分，由木質部運輸,,,,,107教育會考,A
177,04協調,1神經系統,神經傳遞路徑,,,,,,,小湘在街上看到久違的好朋友，興奮地立即揮手打招呼。下列與上述過程相關的神經系統運作之敘述，何者正確？,,,立即揮手是屬於反射作用,此過程的受器是在手部肌肉,興奮的感覺是由感覺神經產生,揮手的命令是由運動神經傳遞,,,,,107教育會考,D
203,04協調,4植物感應,向性,預測生長結果,,,,,,將種有植株的兩相同盆栽，分別放在甲、乙兩個獨立的黑暗房間內，且將光源擺放在不同位置照射植株，經一段時間後，其生長狀況如圖1所示。若此時把光源移開，再經一段時間後，觀察莖的生長方向。若圖2為預測莖生長方向的示意圖，則下列有關甲、乙兩處的莖生長之敘述，何者最合理？,m0192,,兩處的莖皆如①生長,兩處的莖皆如生長,甲處的莖如①生長；乙處的莖如③生長,甲處的莖如③生長；乙處的莖如①生長,,,,,107教育會考,A
215,05恆定,1體溫恆定,內溫外溫的動物種類,,,,,,,附圖為某園區內的標示牌。根據此圖，若管理員想將此組標示牌再加上「外溫動物區」及「內溫動物區」，關於此想法是否適當及其原因，下列說明何者最合理？,m0194,,適當，左方全為外溫動物，右方全為內溫動物,適當，左方全為內溫動物，右方全為外溫動物,不適當，左方全為外溫動物，但右方不全為內溫動物,不適當，左方全為內溫動物，但右方不全為外溫動物,,,,,107教育會考,C
276,06生殖,2無性生殖,營養器官繁殖,,,,,,,附圖為一發芽番薯的示意圖，甲為番薯的塊根，乙、丙為塊根上不同的新芽。下列關於甲、乙、丙的敘述，何者最合理？,m0228,,甲與丙的基因型不同,乙與丙的基因型相同,甲為番薯的生殖器官,甲與乙細胞內的染色體數不同,,,,,107教育會考,B
311,07遺傳,1遺傳法則,計算與分析遺傳機率,,,,,,,某一性狀由體染色體上的一對等位基因所控制，A為顯性，a為隱性。今有一對夫妻此性狀的基因型皆為Aa，在不考慮突變的情況下，他們小孩的此種性狀可能會有幾種表現型？,,,1,2,3,4,,,,,107教育會考,B
323,08演化,1天擇與人擇,天擇的過程,解釋現象,,,,,,某地區的樹林中棲息著一種蛾，依其體色可分成淺色蛾和深色蛾。當此林中的樹被某種真菌感染後，其樹皮顏色由深色變為淺色，多年以後樹林中淺色蛾的數量比例逐漸增多。根據天擇的理論，下列何者最可以解釋此區淺色蛾數量的變化？,,,深色蛾因環境改變而突變為淺色蛾,樹皮顏色改變使淺色蛾比深色蛾存活率高,樹皮顏色改變使深色蛾突變為淺色蛾以躲避天敵,深色蛾吸食被真菌感染的樹皮汁液而突變為淺色蛾,,,,,107教育會考,B
438,10生態,3能量的流動,能量塔的分析,,,,,,,附圖為某兩條食物鏈依生物各階層所含能量的關係繪製成甲、乙能量塔之示意圖(面積不代表實際能量大小)。已知兩能量塔最高階層的生物總能量皆相同，則下列推測何者最合理？,m0320,,消費者的總能量：甲＞乙,生產者的總能量：乙＞甲,甲的初級消費者總能量大於乙的初級消費者,甲的初級消費者總能量小於乙的三級消費者,,,,,107教育會考,B
561,10生態,2交互關係,判斷交互關係,,,g1104,,,,偏側蛇蟲草菌可感染特定種類的螞蟻，被感染的螞蟻會逐漸死去，而蟻屍的外殼將會保護偏側蛇蟲草菌的生長。在螞蟻死後，此菌將會繼續在螞蟻體內生長，並從蟻屍的某些部位長出菌絲，如附圖所示，待成熟後即釋放孢子，繼續感染附近的螞蟻。根據本文，推測下列何者最可能為偏側蛇蟲草菌與螞蟻間的關係？,m0315,,寄生,合作,競爭空間,競爭食物,,,,,107教育會考,A
562,09分類,3真菌界,真菌界的生物種類與特徵,,,g1104,,,,偏側蛇蟲草菌可感染特定種類的螞蟻，被感染的螞蟻會逐漸死去，而蟻屍的外殼將會保護偏側蛇蟲草菌的生長。在螞蟻死後，此菌將會繼續在螞蟻體內生長，並從蟻屍的某些部位長出菌絲，如附圖所示，待成熟後即釋放孢子，繼續感染附近的螞蟻。根據本文，推測偏側蛇蟲草菌與下列何者的親緣關係最接近？,m0276,,蕨類,藍綠菌,酵母菌,節肢動物,,,,,107教育會考,C
12,01生命世界,2動植物細胞的比較,細胞構造的比較,,,,,,,若將人體的白血球及植物的保衛細胞分別置於兩杯蒸餾水中一段時間，關於哪一種細胞不會破裂及其原因，下列何者最合理？,,,白血球，因具粒線體,白血球，因具細胞膜,保衛細胞，因具液胞,保衛細胞，因具細胞壁,,,,,108教育會考,D
77,02養分,2酵素,酵素的活性,,圖表判讀,,,,,已知利用相同茶樹的葉片但不同的製作過程，可得綠茶及紅茶。茶葉中所含的酵素X在超過70℃後，就無法再有催化能力。附圖為製作綠茶及紅茶時的四個步驟(依序由步驟I→II→III→IV)及其溫度調控示意圖，比較四個步驟中綠茶及紅茶的酵素X之活性，下列何者最合理？的葉片但不同的製作過程，可得綠茶及紅茶。茶葉中所含的酵素X在超過後，就無法再有催化能力。附圖為製作綠茶及紅茶時的四個步驟(依序由步驟I→II→III→IV)及其溫度調控示意圖，比較四個步驟中綠茶及紅茶的酵素X之活性，下列何者最合理？,m0081,,步驟I結束時：綠茶＞紅茶,步驟II結束時：綠茶＝紅茶,步驟III結束時：綠茶＜紅茶,步驟IV結束時：綠茶＝紅茶,,,,,108教育會考,D
100,02養分,3光合作用,光合作用的過程,,,,,,,小帆想知道某一植株在不同環境條件下，葉片行光合作用時速率的快慢，應依據下列哪一資料進行推測最為合理？,,,單位時間內產生氧氣的量,單位時間內消耗葉綠素的量,單位時間內消耗葡萄糖的量,單位時間內產生二氧化碳的量,,,,,108教育會考,A
126,03運輸,2循環系統,血液循環路徑,,,,,,,附圖是人體心臟及其所連接的血管之示意圖，甲、乙為心臟右邊的腔室，丙、丁為心臟左邊的腔室。腦細胞的代謝廢物進入血液循環後，會最先到達圖中的哪一腔室？,m0145,,甲,乙,丙,丁,,,,,108教育會考,A
137,03運輸,1植物的運輸,植物如何運輸,,,,,,,附圖為維管束植物體內物質流向的示意圖，甲為維管束內運輸物質的管道，乙為此種管道內主要的運送物質，箭頭表示乙物質在不同時間點於管道內可能的流動方向。下列有關甲和乙的敘述，何者最合理？,m0115,,甲位在木質部，乙為醣類,甲位在韌皮部，乙為醣類,甲位在木質部，乙為礦物質,甲位在韌皮部，乙為礦物質,,,,,108教育會考,B
171,04協調,1神經系統,神經功能,,,,,,,人們對榴槤的特殊氣味會有不同感受，有些人覺得香，有些人覺得臭，而不同感受主要是由下列哪一部位所產生？,,,鼻子,腦幹,大腦,小腦,,,,,108教育會考,C
214,05恆定,2氣體恆定,呼吸運動,呼吸運動的過程,,,,,,當人體呼吸系統內氣體由肺泡往支氣管、氣管移動，此時進行呼吸運動的相關構造之變化，下列何者最合理？,,,肺漸變大,橫膈上升,胸腔變大,肋骨上舉,,,,,108教育會考,B
261,06生殖,1細胞分裂與減數分裂,無性生殖的染色體與基因,,,,,,,小玲取了某株植物的部分組織，放入培養基中進行繁殖，有關以此方式繁殖出的新植株，下列敘述何者最合理？,,,是由原植株的細胞經減數分裂產生,是由原植株的細胞經細胞分裂產生,新植株細胞內的基因為原植株細胞的一半,新植株細胞內的染色體為原植株細胞的一半,,,,,108教育會考,B
307,07遺傳,2人類的遺傳,性染色體的性聯遺傳,,,,,,,小鼠性別決定機制與人類相同，但視覺僅能看見黃、藍和灰色。若將人類感光色素基因成功轉殖至許多小鼠受精卵的X染色體之特定位置，則由此發育的小鼠可分辨紅綠燈的顏色，關於上述成功轉殖的這群小鼠，下列推論何者最合理？,,,屬於親代行無性生殖所產生的子代,若為雄性則其所產生的精子皆具此基因,全身的體細胞皆具有人類感光色素基因,互相繁殖出的下一子代皆無法分辨紅綠色,,,,,108教育會考,C
310,07遺傳,1遺傳法則,計算與分析遺傳機率,,,,,,,某種昆蟲的體色是由一對等位基因所控制，深色對淺色為顯性，以T表示顯性等位基因，以t表示隱性等位基因。已知此種昆蟲的棲地中，有依賴視覺捕食的天敵。假設此棲地中的昆蟲分別由附表中的甲、乙、丙及丁四組不同基因型的親代繁殖，若表中各組都產生很多子代且數目幾乎相同，則當此棲地環境變化使深色昆蟲易被天敵捕食時，下列哪一組所繁殖的子代被捕食之數量可能會最多？,m0240,,甲,乙,丙,丁,,,,,108教育會考,D
354,09分類,4植物界,植物的特徵,,多種生物的比較,,,,,已知仙人掌有針狀葉及肥厚可儲水的莖，並可開花結果。根據上述說明，有關仙人掌的分類及其依據，下列何者最合理？,,,屬於裸子植物，因具有果實,屬於裸子植物，因具有針狀葉,屬於被子植物，因具有花的構造,屬於被子植物，因具有特殊功能的莖,,,,,108教育會考,C
442,10生態,4物質的循環,氮循環的方式,,,,,,,附圖為某生態系中氮循環的部分過程，甲、乙分別代表微生物吸收、釋出含氮物質的作用，丙、丁代表在生物間轉換的含氮物質，關於甲～丁的推論，下列何者最合理？,m0329,,甲：呼吸作用,乙：光合作用,丙：葡萄糖,丁：蛋白質,,,,,108教育會考,D
601,10生態,1族群與群集,生態系的角色-從食物鏈判斷,,,,,,,牛背鷺為一種鳥類，常飛至牛的背上，靠食用牛身上的寄生蟲與草地中的昆蟲維生。根據上述提及生物的交互關係，下列推論何者最合理？,,,牛背鷺與牛為共生關係,牛背鷺與寄生蟲為共生關係,寄生蟲主要寄生於牛背鷺與牛身上,寄生蟲與牛背鷺競爭牛身上的食物,,,,,109教育會考,A
602,02養分,4消化系統,消化作用的過程,,,,,,,澱粉在人體內經某種生理作用後可產生多個小分子 X，如圖所示。有關此生理作用及小分子 X 的名稱，下列何者最合理？,m0106,,消化作用，葡萄糖,消化作用，胺基酸,呼吸作用，葡萄糖,呼吸作用，胺基酸,,,,,109教育會考,A
603,09分類,1命名與分類,學名的使用,,,,,,,小喬找到有關「小白鷺、中白鷺、大白鷺」的資料，並整理如表所示。根據此表，成年的小白鷺學名應為下列何者？,m0272,,Ardea alba,Egretta alba,Egretta garzetta,Egretta intermedia,,,,,109教育會考,C
604,03運輸,1植物的運輸,植物如何運輸,,,,,,,下圖為植物體內物質運輸示意圖以及葉片氣孔狀態示意圖。白天植物進行旺盛的蒸散作用時，有關體內水分運輸方向(甲或乙)及葉片氣孔狀態(丙或丁)，下列組合何者正確？,m0121,,甲，丙,甲，丁,乙，丙,乙，丁,,,,,109教育會考,C
605,05恆定,1神經系統,中樞與功能,,,,,,,小芳閉上眼睛做某種動作，其過程如圖(五)所示。當她從甲動作轉換成乙動作時，協調肌肉活動以維持平衡主要是由下列何者調控？,m0193,,腦垂腺,小腦,腦幹,脊髓,,,,,109教育會考,B
606,08演化,1天擇與人擇,天擇的過程,解釋現象,,,,,,某抗菌肥皂添加物質 X，其目的是要破壞細菌的構造以達到殺菌效果，但專家擔心此產品會加速細菌的演化。若以天擇說解釋專家所擔心的內容，則有關此抗菌肥皂中的物質 X 對人體或細菌的影響，下列何者最合理？,,,使人體產生對細菌的抵抗力,篩選出不被物質 X 破壞的細菌,使細菌分泌物質 X 以增加存活機會,會刺激人體細胞分泌物質 X 以破壞細菌,,,,,109教育會考,B
607,06生殖,5植物有性生殖,花的構造,,,,,,,自花授粉是指植物的花粉黏附在同一朵花的雌蕊柱頭上。關於植物以自花授粉的方式生殖，下列何者最合理？,,,屬於有性生殖,不會產生果實,子代不具有繁殖能力,子代與親代的性狀皆完全相同,,,,,109教育會考,A
608,01生命世界,1顯微鏡,複式和解剖的視野方向與大小,,,,,,,某生使用放大倍率為 40 倍的解剖顯微鏡觀察某一圖形，視野下如圖所示。在不轉動圖形的情況下，若改以目鏡 10X、物鏡 4X的複式顯微鏡觀察，下列何者最可能是在該倍率的複式顯微鏡視野下觀察到的圖形？,m0021,,,,,,m0023,m0024,m0025,m0022,109教育會考,D
609,11其他,閱讀測驗,,,,,,,,小樺在氣溫 27° C 及 17°C 時的手部皮膚溫度分別如圖所示。下表是四種不同品牌零食開始熔化的溫度。正常體溫的情況下，若小樺希望「在 27° C 及17° C 兩種氣溫下，零食拿在手上都不會熔化，但放入口中卻都會熔化」，則下列哪一品牌最符合他的期待？,m0340,,甲,乙,丙,丁,,,,,109教育會考,C
610,07遺傳,1遺傳法則,計算與分析遺傳機率,,,,,,,能否捲舌是由一對位於體染色體的等位基因所控制。若一位孩子及其父母與祖父母(孩子父親的父母)皆能捲舌，但父親的兄弟姊妹皆不能捲舌，則在不考慮突變的情況下，下列敘述何者最合理？,,,孩子的父母捲舌基因型必相同,孩子的父母捲舌表現型必相異,孩子的祖父母捲舌基因型必相同,孩子的祖父母捲舌表現型必相異,,,,,109教育會考,C
611,02養分,2酵素,酵素的成分,,,,,,,在製作麵包的過程中，可添加澱粉酶、脂肪酶和蛋白酶等酵素，表為甲~丁四位同學對於三種酵素主成分的說明，哪一位同學的說明最合理？,m0077,,甲,乙,丙,丁,,,,,109教育會考,D
612,05恆定,3水分恆定,蛋白質的代謝,,,,,,,已知人體代謝甲物質後所產生的含氮廢物，會運送至乙器官中轉換成尿素。根據上述，關於甲和乙的配對，下列何者正確？,,,甲:脂質，乙:腎臟,甲:脂質，乙:肝臟,甲:蛋白質，乙:腎臟,甲:蛋白質，乙:肝臟,,,,,109教育會考,D
613,09分類,2原核生物,原核生物的特徵,,,,,,,某病患被細菌感染而引發肺炎，經檢查後證實為肺炎鏈球菌感染。根據本文，肺炎鏈球菌不具有下列何者？,m0274,,DNA,細胞質,細胞膜,細胞核,,,,,109教育會考,D
614,03運輸,2循環系統,血液,血球的比較,,,,,,某病患被細菌感染而引發肺炎，經檢查後證實為肺炎鏈球菌感染，以甲、乙、丙代表人體內的三種血球，表為此病患檢驗結果及正常成年人血球數量統計資料的比較，結果顯示此病患體內對抗病原菌的某種血球數量有異常增加的現象。已知紅血球為血液中數量最多的血球，根據本文，關於甲、乙、丙的推論，下列何者正確？,m0140,,甲:血小板，乙:白血球，丙:紅血球,甲:血小板，乙:紅血球，丙:白血球,甲:白血球，乙:紅血球，丙:血小板,甲:白血球，乙:血小板，丙:紅血球,,,,,109教育會考,D
615,10生態,3能量的流動,能量塔的分析,,,,,,,"為某一地區中數種動物及其主要的食物來源,若以能量傳遞的過程判斷，則下列哪一動物族群所含的總能量最少?",m0322,,蛇,蚱蜢,蜘蛛,蜥蜴,,,,,109教育會考,A
539,01生命世界,5科學方法,實驗推論,,圖表判讀,g0801,,,,黑熊分布的數量會因棲地的條件而有差異，研究發現黑熊秋冬季時會大量覓食櫟樹的果實。附表為某月分甲、乙、丙三個不同山區內櫟樹和黑熊的調查數量，以及櫟樹的果實結果量。在調查過程中，研究員收集黑熊的糞便，利用脫落在糞便中的腸壁細胞來分析細胞內的遺傳物質，以鑑定黑熊的性別及記錄數量。根據本文，關於甲、乙、丙三區黑熊分布的推論，下列何者最合理？,m0050,,櫟樹的棵數越多，黑熊的數量就較多,櫟樹的棵數會影響雌、雄黑熊所占的比例,櫟樹果實的結果量越多，黑熊的數量就較多,櫟樹的果實結果量會影響雌、雄黑熊所占的比例,,,,,108教育會考,C
540,07遺傳,2人類的遺傳,"體細胞的種類,性染色體決定性別",,,g0801,,,,黑熊分布的數量會因棲地的條件而有差異，研究發現黑熊秋冬季時會大量覓食櫟樹的果實。附表為某月分甲、乙、丙三個不同山區內櫟樹和黑熊的調查數量，以及櫟樹的果實結果量。在調查過程中，研究員收集黑熊的糞便，利用脫落在糞便中的腸壁細胞來分析細胞內的遺傳物質，以鑑定黑熊的性別及記錄數量。已知黑熊性別決定的機制和人類相同，根據本文，研究員主要是利用下列何者的遺傳物質鑑定黑熊的性別？,m0243,,體細胞的體染色體,體細胞的性染色體,生殖細胞的體染色體,生殖細胞的性染色體,,,,,108教育會考,B
